M-Group	M-Group-Type [k|u]	M-Group  Label (kVSG only)	species	hits	genomes of the species bin(s)
M208	kVSG	NC_0309531_Shigella_phage_SHFML11|NC_0421291_Escherichia_phage_slur03|NC_0310111_Shigella_phage_SHFML26|NC_0419901_Escherichia_phage_ST0|NC_0254371_Shigella_phage_Shf125875|NC_0418641_Escherichia_coli_O157_typing_phage_6|NC_0289271_Escherichia_phage_slur02|NC_0085151_Bacteriophage_RB32|NC_0254491_Escherichia_phage_ECML134|NC_0288941_Enterobacteria_phage_vB_EcoM_VR20|NC_0279791_Enterobacteria_phage_RB68|NC_0419191_UNVERIFIED_Escherichia_phage_CF2|NC_0420781_Shigella_phage_Sf24|NC_0254191_Enterobacteria_phage_RB3|NC_0145951_Shigella_phage_SP18|NC_0241252_Escherichia_phage_e11/2|NC_0258291_Shigella_phage_pSs1|NC_0419361_Escherichia_phage_ECD7|NC_0289251_Enterobacteria_phage_vB_EcoM_VR25|NC_0310471_Escherichia_phage_HY03|NC_0008664_Enterobacteria_phage_T4|NC_0193991_Enterobacteria_phage_vB_EcoM_ACGC40|NC_0274041_Yersinia_phage_PST|NC_0310301_Escherichia_phage_UFVAREG1	Gallibacterium_anatis 	2	27
M208	kVSG	NC_0309531_Shigella_phage_SHFML11|NC_0421291_Escherichia_phage_slur03|NC_0310111_Shigella_phage_SHFML26|NC_0419901_Escherichia_phage_ST0|NC_0254371_Shigella_phage_Shf125875|NC_0418641_Escherichia_coli_O157_typing_phage_6|NC_0289271_Escherichia_phage_slur02|NC_0085151_Bacteriophage_RB32|NC_0254491_Escherichia_phage_ECML134|NC_0288941_Enterobacteria_phage_vB_EcoM_VR20|NC_0279791_Enterobacteria_phage_RB68|NC_0419191_UNVERIFIED_Escherichia_phage_CF2|NC_0420781_Shigella_phage_Sf24|NC_0254191_Enterobacteria_phage_RB3|NC_0145951_Shigella_phage_SP18|NC_0241252_Escherichia_phage_e11/2|NC_0258291_Shigella_phage_pSs1|NC_0419361_Escherichia_phage_ECD7|NC_0289251_Enterobacteria_phage_vB_EcoM_VR25|NC_0310471_Escherichia_phage_HY03|NC_0008664_Enterobacteria_phage_T4|NC_0193991_Enterobacteria_phage_vB_EcoM_ACGC40|NC_0274041_Yersinia_phage_PST|NC_0310301_Escherichia_phage_UFVAREG1	Butyrivibrio_crossotus 	1	981
M208	kVSG	NC_0309531_Shigella_phage_SHFML11|NC_0421291_Escherichia_phage_slur03|NC_0310111_Shigella_phage_SHFML26|NC_0419901_Escherichia_phage_ST0|NC_0254371_Shigella_phage_Shf125875|NC_0418641_Escherichia_coli_O157_typing_phage_6|NC_0289271_Escherichia_phage_slur02|NC_0085151_Bacteriophage_RB32|NC_0254491_Escherichia_phage_ECML134|NC_0288941_Enterobacteria_phage_vB_EcoM_VR20|NC_0279791_Enterobacteria_phage_RB68|NC_0419191_UNVERIFIED_Escherichia_phage_CF2|NC_0420781_Shigella_phage_Sf24|NC_0254191_Enterobacteria_phage_RB3|NC_0145951_Shigella_phage_SP18|NC_0241252_Escherichia_phage_e11/2|NC_0258291_Shigella_phage_pSs1|NC_0419361_Escherichia_phage_ECD7|NC_0289251_Enterobacteria_phage_vB_EcoM_VR25|NC_0310471_Escherichia_phage_HY03|NC_0008664_Enterobacteria_phage_T4|NC_0193991_Enterobacteria_phage_vB_EcoM_ACGC40|NC_0274041_Yersinia_phage_PST|NC_0310301_Escherichia_phage_UFVAREG1	Monoglobus_pectinilyticus 	1	202
M208	kVSG	NC_0309531_Shigella_phage_SHFML11|NC_0421291_Escherichia_phage_slur03|NC_0310111_Shigella_phage_SHFML26|NC_0419901_Escherichia_phage_ST0|NC_0254371_Shigella_phage_Shf125875|NC_0418641_Escherichia_coli_O157_typing_phage_6|NC_0289271_Escherichia_phage_slur02|NC_0085151_Bacteriophage_RB32|NC_0254491_Escherichia_phage_ECML134|NC_0288941_Enterobacteria_phage_vB_EcoM_VR20|NC_0279791_Enterobacteria_phage_RB68|NC_0419191_UNVERIFIED_Escherichia_phage_CF2|NC_0420781_Shigella_phage_Sf24|NC_0254191_Enterobacteria_phage_RB3|NC_0145951_Shigella_phage_SP18|NC_0241252_Escherichia_phage_e11/2|NC_0258291_Shigella_phage_pSs1|NC_0419361_Escherichia_phage_ECD7|NC_0289251_Enterobacteria_phage_vB_EcoM_VR25|NC_0310471_Escherichia_phage_HY03|NC_0008664_Enterobacteria_phage_T4|NC_0193991_Enterobacteria_phage_vB_EcoM_ACGC40|NC_0274041_Yersinia_phage_PST|NC_0310301_Escherichia_phage_UFVAREG1	GGB4768_SGB6601 	1	185
M208	kVSG	NC_0309531_Shigella_phage_SHFML11|NC_0421291_Escherichia_phage_slur03|NC_0310111_Shigella_phage_SHFML26|NC_0419901_Escherichia_phage_ST0|NC_0254371_Shigella_phage_Shf125875|NC_0418641_Escherichia_coli_O157_typing_phage_6|NC_0289271_Escherichia_phage_slur02|NC_0085151_Bacteriophage_RB32|NC_0254491_Escherichia_phage_ECML134|NC_0288941_Enterobacteria_phage_vB_EcoM_VR20|NC_0279791_Enterobacteria_phage_RB68|NC_0419191_UNVERIFIED_Escherichia_phage_CF2|NC_0420781_Shigella_phage_Sf24|NC_0254191_Enterobacteria_phage_RB3|NC_0145951_Shigella_phage_SP18|NC_0241252_Escherichia_phage_e11/2|NC_0258291_Shigella_phage_pSs1|NC_0419361_Escherichia_phage_ECD7|NC_0289251_Enterobacteria_phage_vB_EcoM_VR25|NC_0310471_Escherichia_phage_HY03|NC_0008664_Enterobacteria_phage_T4|NC_0193991_Enterobacteria_phage_vB_EcoM_ACGC40|NC_0274041_Yersinia_phage_PST|NC_0310301_Escherichia_phage_UFVAREG1	Eubacterium_sp_AM28_29 	1	1257
M208	kVSG	NC_0309531_Shigella_phage_SHFML11|NC_0421291_Escherichia_phage_slur03|NC_0310111_Shigella_phage_SHFML26|NC_0419901_Escherichia_phage_ST0|NC_0254371_Shigella_phage_Shf125875|NC_0418641_Escherichia_coli_O157_typing_phage_6|NC_0289271_Escherichia_phage_slur02|NC_0085151_Bacteriophage_RB32|NC_0254491_Escherichia_phage_ECML134|NC_0288941_Enterobacteria_phage_vB_EcoM_VR20|NC_0279791_Enterobacteria_phage_RB68|NC_0419191_UNVERIFIED_Escherichia_phage_CF2|NC_0420781_Shigella_phage_Sf24|NC_0254191_Enterobacteria_phage_RB3|NC_0145951_Shigella_phage_SP18|NC_0241252_Escherichia_phage_e11/2|NC_0258291_Shigella_phage_pSs1|NC_0419361_Escherichia_phage_ECD7|NC_0289251_Enterobacteria_phage_vB_EcoM_VR25|NC_0310471_Escherichia_phage_HY03|NC_0008664_Enterobacteria_phage_T4|NC_0193991_Enterobacteria_phage_vB_EcoM_ACGC40|NC_0274041_Yersinia_phage_PST|NC_0310301_Escherichia_phage_UFVAREG1	Clostridium_sp_AF36_4 	1	1480
M208	kVSG	NC_0309531_Shigella_phage_SHFML11|NC_0421291_Escherichia_phage_slur03|NC_0310111_Shigella_phage_SHFML26|NC_0419901_Escherichia_phage_ST0|NC_0254371_Shigella_phage_Shf125875|NC_0418641_Escherichia_coli_O157_typing_phage_6|NC_0289271_Escherichia_phage_slur02|NC_0085151_Bacteriophage_RB32|NC_0254491_Escherichia_phage_ECML134|NC_0288941_Enterobacteria_phage_vB_EcoM_VR20|NC_0279791_Enterobacteria_phage_RB68|NC_0419191_UNVERIFIED_Escherichia_phage_CF2|NC_0420781_Shigella_phage_Sf24|NC_0254191_Enterobacteria_phage_RB3|NC_0145951_Shigella_phage_SP18|NC_0241252_Escherichia_phage_e11/2|NC_0258291_Shigella_phage_pSs1|NC_0419361_Escherichia_phage_ECD7|NC_0289251_Enterobacteria_phage_vB_EcoM_VR25|NC_0310471_Escherichia_phage_HY03|NC_0008664_Enterobacteria_phage_T4|NC_0193991_Enterobacteria_phage_vB_EcoM_ACGC40|NC_0274041_Yersinia_phage_PST|NC_0310301_Escherichia_phage_UFVAREG1	Faecalibacterium_prausnitzii 	1	9456
M208	kVSG	NC_0309531_Shigella_phage_SHFML11|NC_0421291_Escherichia_phage_slur03|NC_0310111_Shigella_phage_SHFML26|NC_0419901_Escherichia_phage_ST0|NC_0254371_Shigella_phage_Shf125875|NC_0418641_Escherichia_coli_O157_typing_phage_6|NC_0289271_Escherichia_phage_slur02|NC_0085151_Bacteriophage_RB32|NC_0254491_Escherichia_phage_ECML134|NC_0288941_Enterobacteria_phage_vB_EcoM_VR20|NC_0279791_Enterobacteria_phage_RB68|NC_0419191_UNVERIFIED_Escherichia_phage_CF2|NC_0420781_Shigella_phage_Sf24|NC_0254191_Enterobacteria_phage_RB3|NC_0145951_Shigella_phage_SP18|NC_0241252_Escherichia_phage_e11/2|NC_0258291_Shigella_phage_pSs1|NC_0419361_Escherichia_phage_ECD7|NC_0289251_Enterobacteria_phage_vB_EcoM_VR25|NC_0310471_Escherichia_phage_HY03|NC_0008664_Enterobacteria_phage_T4|NC_0193991_Enterobacteria_phage_vB_EcoM_ACGC40|NC_0274041_Yersinia_phage_PST|NC_0310301_Escherichia_phage_UFVAREG1	GGB3614_SGB4886 	1	348
M208	kVSG	NC_0309531_Shigella_phage_SHFML11|NC_0421291_Escherichia_phage_slur03|NC_0310111_Shigella_phage_SHFML26|NC_0419901_Escherichia_phage_ST0|NC_0254371_Shigella_phage_Shf125875|NC_0418641_Escherichia_coli_O157_typing_phage_6|NC_0289271_Escherichia_phage_slur02|NC_0085151_Bacteriophage_RB32|NC_0254491_Escherichia_phage_ECML134|NC_0288941_Enterobacteria_phage_vB_EcoM_VR20|NC_0279791_Enterobacteria_phage_RB68|NC_0419191_UNVERIFIED_Escherichia_phage_CF2|NC_0420781_Shigella_phage_Sf24|NC_0254191_Enterobacteria_phage_RB3|NC_0145951_Shigella_phage_SP18|NC_0241252_Escherichia_phage_e11/2|NC_0258291_Shigella_phage_pSs1|NC_0419361_Escherichia_phage_ECD7|NC_0289251_Enterobacteria_phage_vB_EcoM_VR25|NC_0310471_Escherichia_phage_HY03|NC_0008664_Enterobacteria_phage_T4|NC_0193991_Enterobacteria_phage_vB_EcoM_ACGC40|NC_0274041_Yersinia_phage_PST|NC_0310301_Escherichia_phage_UFVAREG1	Flavobacterium_branchiophilum 	1	3
M208	kVSG	NC_0309531_Shigella_phage_SHFML11|NC_0421291_Escherichia_phage_slur03|NC_0310111_Shigella_phage_SHFML26|NC_0419901_Escherichia_phage_ST0|NC_0254371_Shigella_phage_Shf125875|NC_0418641_Escherichia_coli_O157_typing_phage_6|NC_0289271_Escherichia_phage_slur02|NC_0085151_Bacteriophage_RB32|NC_0254491_Escherichia_phage_ECML134|NC_0288941_Enterobacteria_phage_vB_EcoM_VR20|NC_0279791_Enterobacteria_phage_RB68|NC_0419191_UNVERIFIED_Escherichia_phage_CF2|NC_0420781_Shigella_phage_Sf24|NC_0254191_Enterobacteria_phage_RB3|NC_0145951_Shigella_phage_SP18|NC_0241252_Escherichia_phage_e11/2|NC_0258291_Shigella_phage_pSs1|NC_0419361_Escherichia_phage_ECD7|NC_0289251_Enterobacteria_phage_vB_EcoM_VR25|NC_0310471_Escherichia_phage_HY03|NC_0008664_Enterobacteria_phage_T4|NC_0193991_Enterobacteria_phage_vB_EcoM_ACGC40|NC_0274041_Yersinia_phage_PST|NC_0310301_Escherichia_phage_UFVAREG1	Candidatus_Gracilibacteria_bacterium_HOT_871 	1	3
M208	kVSG	NC_0309531_Shigella_phage_SHFML11|NC_0421291_Escherichia_phage_slur03|NC_0310111_Shigella_phage_SHFML26|NC_0419901_Escherichia_phage_ST0|NC_0254371_Shigella_phage_Shf125875|NC_0418641_Escherichia_coli_O157_typing_phage_6|NC_0289271_Escherichia_phage_slur02|NC_0085151_Bacteriophage_RB32|NC_0254491_Escherichia_phage_ECML134|NC_0288941_Enterobacteria_phage_vB_EcoM_VR20|NC_0279791_Enterobacteria_phage_RB68|NC_0419191_UNVERIFIED_Escherichia_phage_CF2|NC_0420781_Shigella_phage_Sf24|NC_0254191_Enterobacteria_phage_RB3|NC_0145951_Shigella_phage_SP18|NC_0241252_Escherichia_phage_e11/2|NC_0258291_Shigella_phage_pSs1|NC_0419361_Escherichia_phage_ECD7|NC_0289251_Enterobacteria_phage_vB_EcoM_VR25|NC_0310471_Escherichia_phage_HY03|NC_0008664_Enterobacteria_phage_T4|NC_0193991_Enterobacteria_phage_vB_EcoM_ACGC40|NC_0274041_Yersinia_phage_PST|NC_0310301_Escherichia_phage_UFVAREG1	Actinomadura_sp_H3C3 	1	1
M208	kVSG	NC_0309531_Shigella_phage_SHFML11|NC_0421291_Escherichia_phage_slur03|NC_0310111_Shigella_phage_SHFML26|NC_0419901_Escherichia_phage_ST0|NC_0254371_Shigella_phage_Shf125875|NC_0418641_Escherichia_coli_O157_typing_phage_6|NC_0289271_Escherichia_phage_slur02|NC_0085151_Bacteriophage_RB32|NC_0254491_Escherichia_phage_ECML134|NC_0288941_Enterobacteria_phage_vB_EcoM_VR20|NC_0279791_Enterobacteria_phage_RB68|NC_0419191_UNVERIFIED_Escherichia_phage_CF2|NC_0420781_Shigella_phage_Sf24|NC_0254191_Enterobacteria_phage_RB3|NC_0145951_Shigella_phage_SP18|NC_0241252_Escherichia_phage_e11/2|NC_0258291_Shigella_phage_pSs1|NC_0419361_Escherichia_phage_ECD7|NC_0289251_Enterobacteria_phage_vB_EcoM_VR25|NC_0310471_Escherichia_phage_HY03|NC_0008664_Enterobacteria_phage_T4|NC_0193991_Enterobacteria_phage_vB_EcoM_ACGC40|NC_0274041_Yersinia_phage_PST|NC_0310301_Escherichia_phage_UFVAREG1	Campylobacter_coli 	1	6192
M208	kVSG	NC_0309531_Shigella_phage_SHFML11|NC_0421291_Escherichia_phage_slur03|NC_0310111_Shigella_phage_SHFML26|NC_0419901_Escherichia_phage_ST0|NC_0254371_Shigella_phage_Shf125875|NC_0418641_Escherichia_coli_O157_typing_phage_6|NC_0289271_Escherichia_phage_slur02|NC_0085151_Bacteriophage_RB32|NC_0254491_Escherichia_phage_ECML134|NC_0288941_Enterobacteria_phage_vB_EcoM_VR20|NC_0279791_Enterobacteria_phage_RB68|NC_0419191_UNVERIFIED_Escherichia_phage_CF2|NC_0420781_Shigella_phage_Sf24|NC_0254191_Enterobacteria_phage_RB3|NC_0145951_Shigella_phage_SP18|NC_0241252_Escherichia_phage_e11/2|NC_0258291_Shigella_phage_pSs1|NC_0419361_Escherichia_phage_ECD7|NC_0289251_Enterobacteria_phage_vB_EcoM_VR25|NC_0310471_Escherichia_phage_HY03|NC_0008664_Enterobacteria_phage_T4|NC_0193991_Enterobacteria_phage_vB_EcoM_ACGC40|NC_0274041_Yersinia_phage_PST|NC_0310301_Escherichia_phage_UFVAREG1	Nitrincola_sp_KXZD1103 	1	2
M208	kVSG	NC_0309531_Shigella_phage_SHFML11|NC_0421291_Escherichia_phage_slur03|NC_0310111_Shigella_phage_SHFML26|NC_0419901_Escherichia_phage_ST0|NC_0254371_Shigella_phage_Shf125875|NC_0418641_Escherichia_coli_O157_typing_phage_6|NC_0289271_Escherichia_phage_slur02|NC_0085151_Bacteriophage_RB32|NC_0254491_Escherichia_phage_ECML134|NC_0288941_Enterobacteria_phage_vB_EcoM_VR20|NC_0279791_Enterobacteria_phage_RB68|NC_0419191_UNVERIFIED_Escherichia_phage_CF2|NC_0420781_Shigella_phage_Sf24|NC_0254191_Enterobacteria_phage_RB3|NC_0145951_Shigella_phage_SP18|NC_0241252_Escherichia_phage_e11/2|NC_0258291_Shigella_phage_pSs1|NC_0419361_Escherichia_phage_ECD7|NC_0289251_Enterobacteria_phage_vB_EcoM_VR25|NC_0310471_Escherichia_phage_HY03|NC_0008664_Enterobacteria_phage_T4|NC_0193991_Enterobacteria_phage_vB_EcoM_ACGC40|NC_0274041_Yersinia_phage_PST|NC_0310301_Escherichia_phage_UFVAREG1	Nocardiopsis_composta 	1	1
M209	kVSG	NC_0434691_Enterobacteria_phage_F20_partial_genome	Salmonella_enterica 	1	8517
M209	kVSG	NC_0434691_Enterobacteria_phage_F20_partial_genome	Photobacterium_phosphoreum 	1	23
M210	uVSG	-	Klebsiella_pneumoniae 	167	7034
M210	uVSG	-	Providencia_stuartii 	2	36
M210	uVSG	-	Raoultella_terrigena 	1	18
M210	uVSG	-	Klebsiella_variicola 	1	274
M212	uVSG	-	Phocaeicola_dorei 	85	1473
M212	uVSG	-	Phocaeicola_vulgatus 	35	4172
M212	uVSG	-	Clostridia_bacterium 	3	13613
M212	uVSG	-	Bacteroides_faecis 	1	185
M212	uVSG	-	Bacteroides_cellulosilyticus 	1	522
M212	uVSG	-	Bacteroides_uniformis 	1	6758
M212	uVSG	-	Bacteroidaceae_bacterium 	1	1518
M212	uVSG	-	Coprobacillus_cateniformis 	1	91
M212	uVSG	-	Oscillibacter_sp_ER4 	1	2741
M212	uVSG	-	Bacteroides_ovatus 	1	1006
M212	uVSG	-	Phocaeicola_massiliensis 	1	619
M212	uVSG	-	Phocaeicola_sartorii 	1	14
M213	uVSG	-	Faecalibacterium_prausnitzii 	377	9456
M213	uVSG	-	Faecalibacterium_SGB15315 	15	306
M213	uVSG	-	Faecalibacterium_SGB15346 	10	700
M213	uVSG	-	GGB32804_SGB53651 	6	66
M213	uVSG	-	Microbacterium_SGB53643 	4	33
M213	uVSG	-	Faecalibacterium_SGB15329 	2	42
M213	uVSG	-	GGB9673_SGB15172 	2	72
M213	uVSG	-	Bacteroidaceae_bacterium 	1	1518
M213	uVSG	-	Faecalibacterium_SGB15337 	1	2
M214	kVSG	NC_0310531_Klebsiella_phage_PKP126|NC_0290991_Klebsiella_phage_KP36|NC_0287601_Klebsiella_phage_KLPN1|NC_0287861_Klebsiella_phage_1513|NC_0287741_Klebsiella_phage_Sushi	Acinetobacter_ursingii 	11	68
M214	kVSG	NC_0310531_Klebsiella_phage_PKP126|NC_0290991_Klebsiella_phage_KP36|NC_0287601_Klebsiella_phage_KLPN1|NC_0287861_Klebsiella_phage_1513|NC_0287741_Klebsiella_phage_Sushi	Klebsiella_variicola 	6	274
M214	kVSG	NC_0310531_Klebsiella_phage_PKP126|NC_0290991_Klebsiella_phage_KP36|NC_0287601_Klebsiella_phage_KLPN1|NC_0287861_Klebsiella_phage_1513|NC_0287741_Klebsiella_phage_Sushi	Klebsiella_pneumoniae 	3	7034
M214	kVSG	NC_0310531_Klebsiella_phage_PKP126|NC_0290991_Klebsiella_phage_KP36|NC_0287601_Klebsiella_phage_KLPN1|NC_0287861_Klebsiella_phage_1513|NC_0287741_Klebsiella_phage_Sushi	Raoultella_terrigena 	2	18
M214	kVSG	NC_0310531_Klebsiella_phage_PKP126|NC_0290991_Klebsiella_phage_KP36|NC_0287601_Klebsiella_phage_KLPN1|NC_0287861_Klebsiella_phage_1513|NC_0287741_Klebsiella_phage_Sushi	Marinomonas_gallaica 	2	3
M214	kVSG	NC_0310531_Klebsiella_phage_PKP126|NC_0290991_Klebsiella_phage_KP36|NC_0287601_Klebsiella_phage_KLPN1|NC_0287861_Klebsiella_phage_1513|NC_0287741_Klebsiella_phage_Sushi	Photobacterium_phosphoreum 	1	23
M214	kVSG	NC_0310531_Klebsiella_phage_PKP126|NC_0290991_Klebsiella_phage_KP36|NC_0287601_Klebsiella_phage_KLPN1|NC_0287861_Klebsiella_phage_1513|NC_0287741_Klebsiella_phage_Sushi	Actinocorallia_herbida 	1	1
M214	kVSG	NC_0310531_Klebsiella_phage_PKP126|NC_0290991_Klebsiella_phage_KP36|NC_0287601_Klebsiella_phage_KLPN1|NC_0287861_Klebsiella_phage_1513|NC_0287741_Klebsiella_phage_Sushi	Klebsiella_oxytoca 	1	157
M214	kVSG	NC_0310531_Klebsiella_phage_PKP126|NC_0290991_Klebsiella_phage_KP36|NC_0287601_Klebsiella_phage_KLPN1|NC_0287861_Klebsiella_phage_1513|NC_0287741_Klebsiella_phage_Sushi	Serratia_fonticola 	1	28
M214	kVSG	NC_0310531_Klebsiella_phage_PKP126|NC_0290991_Klebsiella_phage_KP36|NC_0287601_Klebsiella_phage_KLPN1|NC_0287861_Klebsiella_phage_1513|NC_0287741_Klebsiella_phage_Sushi	Psychrobacter_ciconiae 	1	3
M214	kVSG	NC_0310531_Klebsiella_phage_PKP126|NC_0290991_Klebsiella_phage_KP36|NC_0287601_Klebsiella_phage_KLPN1|NC_0287861_Klebsiella_phage_1513|NC_0287741_Klebsiella_phage_Sushi	Raoultella_ornithinolytica 	1	138
M214	kVSG	NC_0310531_Klebsiella_phage_PKP126|NC_0290991_Klebsiella_phage_KP36|NC_0287601_Klebsiella_phage_KLPN1|NC_0287861_Klebsiella_phage_1513|NC_0287741_Klebsiella_phage_Sushi	Klebsiella_quasivariicola 	1	60
M215	uVSG	-	Bacteroides_caccae 	29	742
M215	uVSG	-	Bacteroides_thetaiotaomicron 	5	711
M215	uVSG	-	Bacteroides_uniformis 	4	6758
M215	uVSG	-	GGB1420_SGB1957 	4	375
M215	uVSG	-	Eubacterium_rectale 	1	8042
M215	uVSG	-	Bacteroides_ovatus 	1	1006
M215	uVSG	-	Bacteroides_fragilis 	1	1207
M216	uVSG	-	Faecalibacterium_prausnitzii 	120	9456
M216	uVSG	-	Faecalibacterium_SGB15315 	35	306
M216	uVSG	-	Faecalibacterium_SGB15346 	21	700
M216	uVSG	-	Faecalibacterium_SGB15340 	11	134
M216	uVSG	-	Faecalibacterium_SGB15329 	4	42
M216	uVSG	-	GGB32804_SGB53651 	1	66
M216	uVSG	-	Faecalibacterium_SGB15345 	1	7
M216	uVSG	-	Faecalibacterium_SGB15341 	1	2
M216	uVSG	-	Faecalibacterium_sp_An122 	1	3
M217	uVSG	-	Clostridium_sp_AF20_17LB 	16	202
M217	uVSG	-	Lacrimispora_amygdalina 	6	573
M217	uVSG	-	Clostridium_sp_AF12_19 	4	18
M217	uVSG	-	Roseburia_hominis 	2	997
M217	uVSG	-	Ruminococcus_torques 	2	2473
M217	uVSG	-	Roseburia_inulinivorans 	2	1121
M217	uVSG	-	Clostridium_sp_AM22_11AC 	2	900
M217	uVSG	-	Enterocloster_bolteae 	2	377
M217	uVSG	-	Lacrimispora_celerecrescens 	1	516
M217	uVSG	-	GGB38686_SGB48026 	1	1
M217	uVSG	-	Clostridium_fessum 	1	1015
M217	uVSG	-	Blautia_faecis 	1	663
M217	uVSG	-	Clostridium_tepidiprofundi 	1	1
M218	uVSG	-	Solobacterium_moorei 	1	27
M219	uVSG	-	Prevotella_copri 	533	3266
M219	uVSG	-	Prevotella_hominis 	18	141
M219	uVSG	-	Prevotella_SGB1635 	14	36
M219	uVSG	-	Prevotella_SGB1640 	9	26
M219	uVSG	-	Parabacteroides_distasonis 	9	4705
M219	uVSG	-	GGB1266_SGB1699 	8	952
M219	uVSG	-	Prochlorococcus_SGB48368 	8	28
M219	uVSG	-	Eubacterium_rectale 	6	8042
M219	uVSG	-	GGB1239_SGB1657 	6	280
M219	uVSG	-	Prevotella_SGB1615 	6	65
M219	uVSG	-	Prevotella_SGB1624 	6	44
M219	uVSG	-	Phocaeicola_vulgatus 	4	4172
M219	uVSG	-	Prevotella_SGB1638 	4	26
M219	uVSG	-	Prevotella_sp_885 	3	540
M219	uVSG	-	GGB1235_SGB1614 	3	192
M219	uVSG	-	Butyrivibrio_crossotus 	3	981
M219	uVSG	-	Phocaeicola_coprocola 	3	557
M219	uVSG	-	GGB40014_SGB70138 	3	7
M219	uVSG	-	GGB1405_SGB1928 	2	86
M219	uVSG	-	GGB1237_SGB1623 	2	20
M219	uVSG	-	Ruminococcus_gnavus 	2	1083
M219	uVSG	-	Phocaeicola_dorei 	2	1473
M219	uVSG	-	Prevotella_SGB1653 	2	15
M219	uVSG	-	Prochlorococcus_SGB47884 	2	2
M219	uVSG	-	Pasteurella_multocida 	2	170
M219	uVSG	-	Lachnospiraceae_bacterium 	1	3222
M219	uVSG	-	GGB1239_SGB1658 	1	31
M219	uVSG	-	GGB36605_SGB47887 	1	1
M219	uVSG	-	GGB38129_SGB63814 	1	1
M219	uVSG	-	GGB33287_SGB48379 	1	1
M219	uVSG	-	GGB1239_SGB63807 	1	13
M219	uVSG	-	Bacteroides_caccae 	1	742
M219	uVSG	-	Bacteroides_ovatus 	1	1006
M219	uVSG	-	Escherichia_coli 	1	18595
M219	uVSG	-	Prevotella_histicola 	1	40
M219	uVSG	-	GGB1217_SGB1584 	1	7
M219	uVSG	-	Eubacterium_sp_AM28_29 	1	1257
M219	uVSG	-	GGB1123_SGB1437 	1	152
M219	uVSG	-	Prevotella_sp_P3_120 	1	32
M219	uVSG	-	GGB35249_SGB48347 	1	1
M219	uVSG	-	Prevotella_SGB27446 	1	22
M219	uVSG	-	Prevotella_SGB1680 	1	505
M219	uVSG	-	GGB35249_SGB70149 	1	2
M219	uVSG	-	GGB1247_SGB1668 	1	360
M219	uVSG	-	GGB38251_SGB48381 	1	1
M219	uVSG	-	Prevotella_marseillensis 	1	228
M219	uVSG	-	GGB35350_SGB48316 	1	1
M219	uVSG	-	GGB781_SGB1024 	1	350
M219	uVSG	-	GGB36403_SGB48402 	1	1
M219	uVSG	-	Prevotella_SGB1639 	1	2
M219	uVSG	-	Bacteroides_cellulosilyticus 	1	522
M219	uVSG	-	GGB35105_SGB48390 	1	7
M219	uVSG	-	Phocaeicola_coprophilus 	1	357
M219	uVSG	-	Catenibacterium_sp_AM22_15 	1	701
M219	uVSG	-	Bacteroides_sp_CACC_737 	1	2
M219	uVSG	-	Proteiniphilum_saccharofermentans 	1	5
M220	uVSG	-	Streptococcus_thermophilus 	31	682
M220	uVSG	-	Clostridium_sp_AF34_13 	5	375
M220	uVSG	-	Alphaproteobacteria_bacterium 	1	404
M221	uVSG	-	Faecalibacterium_prausnitzii 	515	9456
M221	uVSG	-	Faecalibacterium_SGB15346 	18	700
M221	uVSG	-	Faecalibacterium_SGB15315 	12	306
M221	uVSG	-	GGB32804_SGB53651 	7	66
M221	uVSG	-	Microbacterium_SGB53643 	3	33
M221	uVSG	-	Faecalibacterium_SGB15329 	2	42
M221	uVSG	-	GGB9673_SGB15172 	2	72
M221	uVSG	-	GGB9739_SGB15313 	1	57
M221	uVSG	-	Bacteroidaceae_bacterium 	1	1518
M221	uVSG	-	GGB9631_SGB15087 	1	206
M221	uVSG	-	Faecalibacterium_SGB15337 	1	2
M221	uVSG	-	GGB9602_SGB15031 	1	1008
M221	uVSG	-	Caballeronia_humi 	1	2
M222	uVSG	-	Faecalibacterium_prausnitzii 	186	9456
M222	uVSG	-	Faecalibacterium_SGB15315 	28	306
M222	uVSG	-	GGB32804_SGB53651 	2	66
M222	uVSG	-	GGB9631_SGB15087 	1	206
M222	uVSG	-	Faecalibacterium_SGB15346 	1	700
M223	uVSG	-	Eubacterium_rectale 	112	8042
M223	uVSG	-	Lentisphaeria_unclassified_SGB47571 	4	55
M223	uVSG	-	Bacteroides_uniformis 	3	6758
M223	uVSG	-	Bacteroides_xylanisolvens 	3	364
M223	uVSG	-	Lachnospira_sp_NSJ_43 	2	755
M223	uVSG	-	Coprococcus_eutactus 	2	3568
M223	uVSG	-	Candidatus_Gastranaerophilales_bacterium 	1	1110
M223	uVSG	-	Roseburia_inulinivorans 	1	1121
M223	uVSG	-	Ruminococcaceae_bacterium 	1	5899
M223	uVSG	-	Eubacterium_sp_AM28_29 	1	1257
M223	uVSG	-	Coprobacillus_SGB65194 	1	12
M223	uVSG	-	Faecalibacillus_intestinalis 	1	1381
M223	uVSG	-	Ruminococcus_SGB4421 	1	441
M223	uVSG	-	Clostridia_bacterium 	1	13613
M223	uVSG	-	Bacteroides_thetaiotaomicron 	1	711
M223	uVSG	-	Bacteroides_eggerthii 	1	533
M223	uVSG	-	Tissierella_creatinini 	1	1
M223	uVSG	-	Desmonostoc_muscorum 	1	12
